Rank	Name	Rating	Year
76	Evgeny Zagoriansky	2577	1952
77	Borislav Ivkov	2575	1952
78	Milan Vidmar Sr	2572	1952
79	József Szily	2572	1952
80	Gösta Stoltz	2570	1952
81	Herman Steiner	2569	1952
82	Vladimir Makogonov	2568	1952
83	Daniel Yanofsky	2568	1952
84	Srecko Nedeljkovic	2566	1952
85	Cenek Kottnauer	2566	1952
86	Milan Jr Vidmar	2564	1952
87	Walter Niephaus	2563	1952
88	Elio Romani	2562	1952
89	Carlos Maderna	2559	1952
90	Ilia Kan	2559	1952
91	Erik Lundin	2559	1952
92	Heinz Lehmann	2558	1952
93	Georgy Lisitsin	2556	1952
94	Nikola Karaklajic	2556	1952
95	Ernst Klein	2554	1952
96	Al Horowitz	2553	1952
97	Viktor Korchnoi	2552	1952
98	Saviely Tartakower	2549	1952
99	Alexey Suetin	2548	1952
100	Dragoljub Janoevic	2547	1952
1	Mikhail Botvinnik	2779	1953
2	Samuel Reshevsky	2779	1953
3	Vassily Smyslov	2765	1953
4	Miguel Najdorf	2745	1953
5	Efim Geller	2736	1953
6	David Bronstein	2735	1953
7	Alexander Kotov	2734	1953
8	Paul Keres	2732	1953
9	Gideon Ståhlberg	2724	1953
10	Isaak Boleslavsky	2723	1953
11	László Szabó	2718	1953
12	Mark Taimanov	2715	1953
13	Svetozar Gligoric	2700	1953
14	Max Euwe	2697	1953
15	Tigran Petrosian	2696	1953
16	Alexander Tolush	2679	1953
17	Julio Bolbochán	2672	1953
18	Lev Aronin	2665	1953
19	Erich Eliskases	2663	1953
20	Wolfgang Unzicker	2661	1953
21	Oleg Moiseev	2653	1953
22	Herman Pilnik	2651	1953
23	Salo Flohr	2647	1953
24	Yury Averbakh	2647	1953
25	Ludek Pachmann	2647	1953
26	Larry Evans	2645	1953
27	Petar Trifunovic	2643	1953
28	Robert Byrne	2635	1953
29	Andrija Fuderer	2635	1953
30	Gedeon Barcza	2634	1953
31	Nicolas Rossolimo	2633	1953
32	Viktor Korchnoi	2633	1953
33	Reuben Fine	2630	1953
34	Anatoly Lutikov	2630	1953
35	Vladimir Simagin	2629	1953
36	Albéric O'Kelly de Galway	2628	1953
37	Vasja Pirc	2622	1953
38	Héctor Rossetto	2620	1953
39	Mijo Udovcic	2618	1953
40	Borislav Milic	2617	1953
41	Isaak Lipnitsky	2617	1953
42	Lothar Schmid	2612	1953
43	Aleksandar Nedeljkovic	2611	1953
44	Alexander Chistiakov	2611	1953
45	Vladimir Zagorovsky	2609	1953
46	Erik Lundin	2607	1953
47	Braslav Rabar	2606	1953
48	Ratmir Kholmov	2605	1953
49	Cenek Kottnauer	2604	1953
50	Igor Bondarevsky	2604	1953
51	Zdravko Milev	2604	1953
52	Vladimir Antoshin	2600	1953
53	Aleksandar Matanovic	2600	1953
54	Moshe Czerniak	2598	1953
55	Pal Benko	2597	1953
56	Alexey Suetin	2595	1953
57	Vladimir Alatortsev	2590	1953
58	Georgy Ilivitsky	2589	1953
59	Nikolay Kopilov	2588	1953
60	József Szily	2586	1953
61	Eero Böök	2586	1953
62	Ilia Kan	2584	1953
63	Juan Carlos Gonzalez	2581	1953
64	Miroslav Filip	2578	1953
65	Rashid Nezhmetdinov	2574	1953
66	Srecko Nedeljkovic	2572	1953
67	Andor Lilienthal	2571	1953
68	Conel Alexander	2567	1953
69	Miguel Cuéllar Gacharná	2567	1953
70	Rudolf Teschner	2566	1953
71	Mikhail Bonch-Osmolovsky	2566	1953
72	Evgeny Zagoriansky	2565	1953
73	Ernö Gereben	2565	1953
74	Mikhail Yudovich	2564	1953
75	Alexander Konstantinopolsky	2560	1953
76	Nikola Karaklajic	2560	1953
77	Rodrigo Flores Alvarez	2559	1953
78	Borislav Ivkov	2559	1953
79	Yacov Estrin	2559	1953
80	Vladimir Makogonov	2559	1953
81	Nikolay Nikolaevich Gusev	2558	1953
82	Gösta Stoltz	2558	1953
83	Carlos Guimard	2558	1953
84	Jonathan Penrose	2555	1953
85	Dragoljub Janoevic	2553	1953
86	Semen Furman	2552	1953
87	Ludwig Engels	2551	1953
88	Gerhard Pfeiffer	2551	1953
89	Vladas Mikenas	2550	1953
90	Al Horowitz	2546	1953
91	Aleksander Nikitin	2545	1953
92	Boris Baranov	2545	1953
93	Johannes Donner	2541	1953
94	Herman Steiner	2541	1953
95	Pablo Michel	2540	1953
96	Jácobo Bolbochán	2540	1953
97	Daniel Yanofsky	2539	1953
98	Vasily Panov	2536	1953
99	Octav Troianescu	2534	1953
100	Dragoslav Andric	2533	1953
1	Vassily Smyslov	2790	1954
2	Samuel Reshevsky	2781	1954
3	Mikhail Botvinnik	2780	1954
4	Miguel Najdorf	2752	1954
5	David Bronstein	2743	1954
6	Tigran Petrosian	2743	1954
7	Efim Geller	2740	1954
8	Paul Keres	2739	1954
9	Alexander Kotov	2730	1954
10	Isaak Boleslavsky	2726	1954
11	Mark Taimanov	2725	1954
12	László Szabó	2715	1954
13	Svetozar Gligoric	2706	1954
14	Alexander Tolush	2686	1954
15	Yury Averbakh	2677	1954
16	Julio Bolbochán	2674	1954
17	Max Euwe	2673	1954
18	Gideon Ståhlberg	2664	1954
19	Oleg Moiseev	2664	1954
20	Andrija Fuderer	2662	1954
21	Lev Aronin	2657	1954
22	Viktor Korchnoi	2655	1954
23	Wolfgang Unzicker	2653	1954
24	Erich Eliskases	2649	1954
25	Boris Spassky	2648	1954
26	Petar Trifunovic	2647	1954
27	Albéric O'Kelly de Galway	2641	1954
28	Nicolas Rossolimo	2638	1954
29	Vladimir Simagin	2635	1954
30	Herman Pilnik	2634	1954
31	Gedeon Barcza	2633	1954
32	Braslav Rabar	2632	1954
33	Larry Evans	2630	1954
34	Miroslav Filip	2630	1954
35	Salo Flohr	2630	1954
36	Ratmir Kholmov	2626	1954
37	Vasja Pirc	2625	1954
38	Robert Byrne	2625	1954
39	Oscar Panno	2624	1954
40	Miguel Cuéllar Gacharná	2623	1954
41	Borislav Milic	2622	1954
42	Héctor Rossetto	2619	1954
43	Alexander Chistiakov	2619	1954
44	Ludek Pachmann	2616	1954
45	Isaak Lipnitsky	2615	1954
46	Aleksandar Matanovic	2614	1954
47	Vladimir Zagorovsky	2612	1954
48	Alexey Suetin	2606	1954
49	Cenek Kottnauer	2604	1954
50	Lothar Schmid	2599	1954
51	Aleksandar Nedeljkovic	2598	1954
52	Erik Lundin	2597	1954
53	Georgy Ilivitsky	2591	1954
54	Nikolay Kopilov	2591	1954
55	Zdravko Milev	2591	1954
56	Conel Alexander	2589	1954
57	Dragoljub Janoevic	2589	1954
58	Moshe Czerniak	2588	1954
59	József Szily	2587	1954
60	Pal Benko	2585	1954
61	Mijo Udovcic	2585	1954
62	Srecko Nedeljkovic	2584	1954
63	Bogdan Sliwa	2581	1954
64	Ilia Kan	2579	1954
65	Yacov Estrin	2578	1954
66	Andor Lilienthal	2577	1954
67	Eero Böök	2577	1954
68	Bela Sandor	2576	1954
69	Victor Ciocaltea	2573	1954
70	Vladimir Antoshin	2571	1954
71	Semen Furman	2571	1954
72	Borislav Ivkov	2569	1954
73	Juan Carlos Gonzalez	2568	1954
74	Stefan Szabo	2567	1954
75	Nikola Karaklajic	2562	1954
76	Boidar Djuraevic	2561	1954
77	Boris Baranov	2560	1954
78	Johannes Donner	2558	1954
79	Daniel Yanofsky	2557	1954
80	Mikhail Yudovich	2556	1954
81	Carlos Guimard	2555	1954
82	Rudolf Teschner	2554	1954
83	Jaroslav ajtar	2554	1954
84	René Letelier Martner	2553	1954
85	Igor Bondarevsky	2553	1954
86	Ladislav Alster	2551	1954
87	Alexander Konstantinopolsky	2549	1954
88	Guyla Kluger	2548	1954
89	Rashid Nezhmetdinov	2548	1954
90	Vladimir Alatortsev	2548	1954
91	Vasily Panov	2547	1954
92	Lajos Tipary	2545	1954
93	Vincenzo Castaldi	2542	1954
94	Juraj Nikolac	2541	1954
95	Ernö Gereben	2540	1954
96	Kaarle Ojanen	2539	1954
97	Walter Niephaus	2538	1954
98	Ludwig Schmitt	2538	1954
99	Al Horowitz	2538	1954
100	Gerhard Pfeiffer	2537	1954
1	Vassily Smyslov	2793	1955
2	Mikhail Botvinnik	2779	1955
3	Paul Keres	2766	1955
4	Samuel Reshevsky	2765	1955
5	David Bronstein	2748	1955
6	Tigran Petrosian	2739	1955
7	Mark Taimanov	2732	1955
8	Miguel Najdorf	2725	1955
9	László Szabó	2712	1955
10	Viktor Korchnoi	2710	1955
11	Alexander Kotov	2708	1955
12	Yury Averbakh	2707	1955
13	Julio Bolbochán	2702	1955
14	Efim Geller	2701	1955
15	Boris Spassky	2694	1955
16	Isaak Boleslavsky	2692	1955
17	Svetozar Gligoric	2688	1955
18	Wolfgang Unzicker	2678	1955
19	Andrija Fuderer	2674	1955
20	Ludek Pachmann	2671	1955
21	Lev Aronin	2665	1955
22	Anatoly Lutikov	2664	1955
23	Aleksandar Matanovic	2659	1955
24	Ratmir Kholmov	2657	1955
25	Miroslav Filip	2655	1955
26	Miklos Bely	2652	1955
27	Semen Furman	2652	1955
28	Alexander Tolush	2651	1955
29	Herman Pilnik	2650	1955
30	Max Euwe	2650	1955
31	Oscar Panno	2648	1955
32	Gedeon Barcza	2646	1955
33	Erich Eliskases	2643	1955
34	Pal Benko	2639	1955
35	Vladimir Simagin	2639	1955
36	Oleg Moiseev	2638	1955
37	Petar Trifunovic	2638	1955
38	Rashid Nezhmetdinov	2636	1955
39	Vasja Pirc	2632	1955
40	Gideon Ståhlberg	2631	1955
41	Larry Evans	2628	1955
42	Braslav Rabar	2621	1955
43	Albéric O'Kelly de Galway	2620	1955
44	Nicolas Rossolimo	2618	1955
45	Lothar Schmid	2615	1955
46	Georgy Lisitsin	2613	1955
47	Robert Byrne	2610	1955
48	Alexey Suetin	2609	1955
49	Borislav Milic	2609	1955
50	Borislav Ivkov	2609	1955
51	Conel Alexander	2608	1955
52	Carlos Guimard	2608	1955
53	István Bilek	2607	1955
54	Moshe Czerniak	2606	1955
55	Héctor Rossetto	2605	1955
56	Andrey Batuev	2603	1955
57	Johannes Donner	2599	1955
58	Boidar Djuraevic	2599	1955
59	Vasily Bivshev	2595	1955
60	Guyla Kluger	2591	1955
61	René Letelier Martner	2589	1955
62	Evgeny Vasiukov	2588	1955
63	Srecko Nedeljkovic	2587	1955
64	Erik Lundin	2587	1955
65	Salo Flohr	2585	1955
66	Miguel Cuéllar Gacharná	2584	1955
67	Alexander Chistiakov	2583	1955
68	Mikhail Tal	2581	1955
69	Arthur Bisguier	2581	1955
70	Bogdan Sliwa	2579	1955
71	Frank Anderson	2579	1955
72	Itzchak Aloni	2578	1955
73	Ilia Kan	2577	1955
74	Mijo Udovcic	2577	1955
75	Alexander Konstantinopolsky	2576	1955
76	Georgy Borisenko	2573	1955
77	Román Torán Albero	2573	1955
78	Menachem Oren	2571	1955
79	Fridrik Olafsson	2565	1955
80	Dragoljub Janoevic	2564	1955
81	Lev Aronson	2560	1955
82	Karl Robatsch	2558	1955
83	Nikola Karaklajic	2557	1955
84	Isaak Lipnitsky	2556	1955
85	Andor Lilienthal	2555	1955
86	Nikolay Nikolaevich Gusev	2554	1955
87	Gunnar Uusi	2554	1955
88	Daniel Yanofsky	2552	1955
89	Klaus Darga	2549	1955
90	Lajos Tipary	2548	1955
91	Jaroslav ajtar	2545	1955
92	Stefan Szabo	2545	1955
93	Cayetano Rebizzo	2544	1955
94	József Szily	2543	1955
95	Vladimir Antoshin	2543	1955
96	Nikolay Grigorievic Golovko	2543	1955
97	Juraj Nikolac	2543	1955
98	Josef Kupper	2542	1955
99	Vladas Mikenas	2541	1955
100	Georgy Ilivitsky	2540	1955
1	Vassily Smyslov	2793	1956
2	Paul Keres	2782	1956
3	David Bronstein	2770	1956
4	Mikhail Botvinnik	2756	1956
5	Tigran Petrosian	2755	1956
6	Samuel Reshevsky	2752	1956
7	Efim Geller	2720	1956
8	Boris Spassky	2714	1956
9	Mark Taimanov	2714	1956
10	Alexander Kotov	2712	1956
11	Miguel Najdorf	2709	1956
12	Borislav Ivkov	2708	1956
13	Viktor Korchnoi	2696	1956
14	Isaak Boleslavsky	2696	1956
15	Svetozar Gligoric	2696	1956
16	László Szabó	2695	1956
17	Aleksandar Matanovic	2694	1956
18	Julio Bolbochán	2681	1956
19	Ludek Pachmann	2677	1956
20	Yury Averbakh	2676	1956
21	Oscar Panno	2673	1956
22	Wolfgang Unzicker	2657	1956
23	Klaus Darga	2653	1956
24	Miroslav Filip	2653	1956
25	Pal Benko	2648	1956
26	Lev Aronin	2647	1956
27	Ratmir Kholmov	2645	1956
28	Gedeon Barcza	2645	1956
29	Larry Evans	2640	1956
30	Herman Pilnik	2639	1956
31	Andrija Fuderer	2637	1956
32	Semen Furman	2637	1956
33	Vladas Mikenas	2633	1956
34	Evgeny Vasiukov	2631	1956
35	Albéric O'Kelly de Galway	2628	1956
36	Lothar Schmid	2628	1956
37	Georgy Ilivitsky	2627	1956
38	Alexander Tolush	2627	1956
39	Erich Eliskases	2625	1956
40	Rashid Nezhmetdinov	2624	1956
41	Mikhail Tal	2622	1956
42	Petar Trifunovic	2622	1956
43	Georgy Lisitsin	2621	1956
44	Braslav Rabar	2621	1956
45	Anatoly Lutikov	2617	1956
46	Georgy Borisenko	2614	1956
47	Fridrik Olafsson	2613	1956
48	Max Euwe	2612	1956
49	Arthur Bisguier	2612	1956
50	Borislav Milic	2611	1956
51	Alexey Suetin	2611	1956
52	Héctor Rossetto	2611	1956
53	Salo Flohr	2611	1956
54	Miklos Bely	2610	1956
55	Vladimir Antoshin	2608	1956
56	Vasily Bivshev	2604	1956
57	Oleg Moiseev	2604	1956
58	Nikola Karaklajic	2602	1956
59	Conel Alexander	2597	1956
60	Gideon Ståhlberg	2596	1956
61	Carlos Guimard	2594	1956
62	István Bilek	2592	1956
63	Vasja Pirc	2591	1956
64	Moshe Czerniak	2590	1956
65	Donald Byrne	2589	1956
66	Vladimir Simagin	2587	1956
67	Nicolas Rossolimo	2584	1956
68	Boidar Djuraevic	2584	1956
69	Srecko Nedeljkovic	2581	1956
70	Alexander Konstantinopolsky	2577	1956
71	Guyla Kluger	2576	1956
72	Andrey Batuev	2576	1956
73	Johannes Donner	2570	1956
74	Ilia Kan	2569	1956
75	Itzchak Aloni	2568	1956
76	Erik Lundin	2567	1956
77	Sieghart Dittmann	2563	1956
78	Abram Khasin	2562	1956
79	Robert Byrne	2562	1956
80	Román Torán Albero	2561	1956
81	Wolfgang Uhlmann	2560	1956
82	Dragoljub Janoevic	2559	1956
83	Atanas Kolarov	2558	1956
84	Raúl Sanguinetti	2558	1956
85	Miguel Cuéllar Gacharná	2557	1956
86	Mikhail Shishov	2557	1956
87	Mihajlo Trajkovic	2556	1956
88	Mijo Udovcic	2554	1956
89	Frank Anderson	2554	1956
90	Menachem Oren	2553	1956
91	Milan Matulovic	2552	1956
92	Gunnar Uusi	2552	1956
93	Lev Aronson	2551	1956
94	Pedro Martín	2548	1956
95	Nikolay Nikolaevich Gusev	2547	1956
96	Rudolf Teschner	2545	1956
97	Nikola Padevsky	2545	1956
98	Andreas Dueckstein	2544	1956
99	Bent Larsen	2544	1956
100	Nikolay Minev	2543	1956
1	Vassily Smyslov	2788	1957
2	Mikhail Botvinnik	2776	1957
3	Paul Keres	2774	1957
4	David Bronstein	2764	1957
5	Mark Taimanov	2742	1957
6	Tigran Petrosian	2741	1957
7	Svetozar Gligoric	2721	1957
8	Efim Geller	2718	1957
9	Viktor Korchnoi	2715	1957
10	Borislav Ivkov	2713	1957
11	Yury Averbakh	2710	1957
12	Samuel Reshevsky	2709	1957
13	Miguel Najdorf	2709	1957
14	Bent Larsen	2708	1957
15	Boris Spassky	2704	1957
16	Aleksandar Matanovic	2696	1957
17	László Szabó	2684	1957
18	Fridrik Olafsson	2673	1957
19	Ratmir Kholmov	2673	1957
20	Mikhail Tal	2669	1957
21	Ludek Pachmann	2667	1957
22	Julio Bolbochán	2664	1957
23	Miroslav Filip	2663	1957
24	Gedeon Barcza	2662	1957
25	Larry Evans	2652	1957
26	Pal Benko	2650	1957
27	Wolfgang Unzicker	2648	1957
28	Oscar Panno	2648	1957
29	Alexander Kotov	2647	1957
30	Semen Furman	2644	1957
31	Albéric O'Kelly de Galway	2644	1957
32	Georgy Ilivitsky	2639	1957
33	Erich Eliskases	2633	1957
34	Rashid Nezhmetdinov	2633	1957
35	Arthur Bisguier	2632	1957
36	Nikola Karaklajic	2625	1957
37	Vladas Mikenas	2622	1957
38	Lev Aronin	2622	1957
39	Evgeny Vasiukov	2621	1957
40	Gideon Ståhlberg	2621	1957
41	Max Euwe	2621	1957
42	Vladimir Antoshin	2620	1957
43	Andrija Fuderer	2620	1957
44	Salo Flohr	2618	1957
45	Borislav Milic	2617	1957
46	Herman Pilnik	2615	1957
47	Klaus Darga	2614	1957
48	Braslav Rabar	2613	1957
49	Petar Trifunovic	2607	1957
50	Isaak Boleslavsky	2604	1957
51	William Lombardy	2603	1957
52	Boidar Djuraevic	2598	1957
53	Raúl Sanguinetti	2598	1957
54	Vasily Bivshev	2594	1957
55	Lev Polugaevsky	2594	1957
56	Andreas Dueckstein	2591	1957
57	Carlos Guimard	2591	1957
58	Georgy Borisenko	2590	1957
59	Miklos Bely	2588	1957
60	Alexey Suetin	2587	1957
61	Oleg Moiseev	2587	1957
62	Lothar Schmid	2584	1957
63	Vasja Pirc	2584	1957
64	Vladimir Simagin	2582	1957
65	Vladlen Zurakhov	2582	1957
66	Alexander Tolush	2582	1957
67	Vitaly Tarasov	2579	1957
68	Efim Samoilovich Stoliar	2577	1957
69	Konstantin Klaman	2574	1957
70	Itzchak Aloni	2574	1957
71	Max Blau	2572	1957
72	Georgy Tringov	2572	1957
73	Anatoly Bannik	2571	1957
74	István Bilek	2569	1957
75	Lajos Portisch	2566	1957
76	Lev Aronson	2566	1957
77	Román Torán Albero	2564	1957
78	Nikola Padevsky	2563	1957
79	Bukhuti Gurgenidze	2563	1957
80	Abram Khasin	2562	1957
81	Ilia Kan	2562	1957
82	Edmar Mednis	2562	1957
83	Theodor Ghitescu	2561	1957
84	Francesco Scafarelli	2561	1957
85	Moshe Czerniak	2558	1957
86	Wolfgang Uhlmann	2557	1957
87	Guyla Kluger	2556	1957
88	Viacheslav Osnos	2555	1957
89	Nikolay Krogius	2554	1957
90	Gunnar Uusi	2554	1957
91	Zdravko Milev	2553	1957
92	Georgy Lisitsin	2553	1957
93	Johannes Donner	2552	1957
94	Alexandar Tsvetkov	2552	1957
95	Jácobo Bolbochán	2552	1957
96	Donald Byrne	2552	1957
97	Nikolay Minev	2551	1957
98	Dragoljub Janoevic	2550	1957
99	Mihajlo Trajkovic	2550	1957
100	Jacob Yukhtman	2549	1957
1	Vassily Smyslov	2784	1958
2	Paul Keres	2767	1958
3	David Bronstein	2763	1958
4	Mikhail Botvinnik	2751	1958
5	Tigran Petrosian	2734	1958
6	Mark Taimanov	2733	1958
7	Viktor Korchnoi	2730	1958
8	Svetozar Gligoric	2729	1958
9	Mikhail Tal	2725	1958
10	Boris Spassky	2712	1958
11	Samuel Reshevsky	2710	1958
12	Efim Geller	2705	1958
13	Bent Larsen	2705	1958
14	Aleksandar Matanovic	2695	1958
15	Miguel Najdorf	2694	1958
16	Yury Averbakh	2692	1958
17	László Szabó	2689	1958
18	Fridrik Olafsson	2687	1958
19	Oscar Panno	2677	1958
20	Ludek Pachmann	2676	1958
21	Ratmir Kholmov	2672	1958
22	Borislav Ivkov	2669	1958
23	Miroslav Filip	2667	1958
24	Alexander Kotov	2665	1958
25	Pal Benko	2665	1958
26	Semen Furman	2664	1958
27	Alexander Tolush	2663	1958
28	Max Euwe	2662	1958
29	Gedeon Barcza	2652	1958
30	Wolfgang Unzicker	2646	1958
31	Lev Polugaevsky	2643	1958
32	Evgeny Vasiukov	2640	1958
33	Lev Aronin	2636	1958
34	Isaak Boleslavsky	2635	1958
35	Gideon Ståhlberg	2634	1958
36	Julio Bolbochán	2633	1958
37	Raúl Sanguinetti	2633	1958
38	Vladimir Antoshin	2630	1958
39	Lothar Schmid	2620	1958
40	Bobby Fischer	2620	1958
41	Aivars Gipslis	2620	1958
42	Salo Flohr	2620	1958
43	Georgy Ilivitsky	2619	1958
44	Oleg Neikirkh	2619	1958
45	Klaus Darga	2617	1958
46	Albéric O'Kelly de Galway	2615	1958
47	Petar Trifunovic	2614	1958
48	Nikolay Krogius	2614	1958
49	Larry Evans	2613	1958
50	Daniel Yanofsky	2613	1958
51	Alexey Suetin	2611	1958
52	Aleksander Nikitin	2610	1958
53	Rashid Nezhmetdinov	2607	1958
54	Anatoly Bannik	2607	1958
55	Bukhuti Gurgenidze	2606	1958
56	Nikola Karaklajic	2606	1958
57	Vladislav Shianovsky	2604	1958
58	William Lombardy	2604	1958
59	Alexander Cherepkov	2603	1958
60	Vladlen Zurakhov	2602	1958
61	Johannes Donner	2601	1958
62	Erich Eliskases	2599	1958
63	Andrija Fuderer	2597	1958
64	Arthur Bisguier	2595	1958
65	Herman Pilnik	2595	1958
66	István Bilek	2595	1958
67	Paul Tröger	2595	1958
68	Vladas Mikenas	2593	1958
69	Wolfgang Uhlmann	2591	1958
70	Georgy Borisenko	2590	1958
71	Borislav Milic	2590	1958
72	Vasily Bivshev	2588	1958
73	Srecko Nedeljkovic	2583	1958
74	Vladimir Simagin	2583	1958
75	Grigory Goldberg	2582	1958
76	Braslav Rabar	2578	1958
77	Mikhail Bonch-Osmolovsky	2577	1958
78	Miguel Farré Mallofré	2574	1958
79	Samuil Zhukhovitsky	2574	1958
80	Jacob Yukhtman	2572	1958
81	James Sherwin	2570	1958
82	Lajos Portisch	2570	1958
83	Georgy Tringov	2568	1958
84	Nikola Padevsky	2568	1958
85	Anatoly Lutikov	2568	1958
86	Milan Matulovic	2564	1958
87	Zdravko Milev	2564	1958
88	György Szilágyi	2563	1958
89	Boris Vladimirov	2563	1958
90	Mario Bertok	2562	1958
91	Iivo Nei	2562	1958
92	Miklos Bely	2562	1958
93	Shlomo Giterman	2561	1958
94	Aron Reshko	2560	1958
95	Grigory Ravinsky	2560	1958
96	Héctor Rossetto	2560	1958
97	Yuri Kotkov	2559	1958
98	Julius Kozma	2557	1958
99	Konstantin Klaman	2556	1958
100	Itzchak Aloni	2554	1958
1	Mikhail Tal	2773	1959
2	Vassily Smyslov	2769	1959
3	Mikhail Botvinnik	2765	1959
4	Paul Keres	2755	1959
5	David Bronstein	2747	1959
6	Svetozar Gligoric	2742	1959
7	Tigran Petrosian	2738	1959
8	Viktor Korchnoi	2724	1959
9	Efim Geller	2718	1959
10	Mark Taimanov	2715	1959
11	Boris Spassky	2711	1959
12	Yury Averbakh	2702	1959
13	Samuel Reshevsky	2697	1959
14	Fridrik Olafsson	2690	1959
15	Ludek Pachmann	2690	1959
16	László Szabó	2690	1959
17	Miguel Najdorf	2686	1959
18	Bent Larsen	2686	1959
19	Bobby Fischer	2685	1959
20	Ratmir Kholmov	2682	1959
21	Aleksandar Matanovic	2679	1959
22	Oscar Panno	2676	1959
23	Pal Benko	2673	1959
24	Lev Polugaevsky	2673	1959
25	Max Euwe	2666	1959
26	Alexander Kotov	2662	1959
27	Miroslav Filip	2659	1959
28	Wolfgang Unzicker	2655	1959
29	Borislav Ivkov	2651	1959
30	Lajos Portisch	2648	1959
31	Semen Furman	2644	1959
32	Nikolay Krogius	2643	1959
33	Gedeon Barcza	2642	1959
34	Alexander Tolush	2641	1959
35	Raúl Sanguinetti	2638	1959
36	Isaak Boleslavsky	2638	1959
37	William Lombardy	2638	1959
38	Evgeny Vasiukov	2633	1959
39	Larry Evans	2632	1959
40	Wolfgang Uhlmann	2631	1959
41	Gideon Ståhlberg	2630	1959
42	Bukhuti Gurgenidze	2630	1959
43	Lothar Schmid	2627	1959
44	Aivars Gipslis	2626	1959
45	Lev Aronin	2621	1959
46	Klaus Darga	2619	1959
47	Johannes Donner	2618	1959
48	Petar Trifunovic	2612	1959
49	Herman Pilnik	2612	1959
50	Vladimir Antoshin	2611	1959
51	Rashid Nezhmetdinov	2611	1959
52	Albéric O'Kelly de Galway	2610	1959
53	Frank Anderson	2610	1959
54	Salo Flohr	2609	1959
55	Alexey Suetin	2608	1959
56	Andrija Fuderer	2603	1959
57	Arturo Pomar Salamanca	2602	1959
58	Anatoly Bannik	2599	1959
59	Aleksander Nikitin	2599	1959
60	István Bilek	2597	1959
61	Alexander Cherepkov	2595	1959
62	James Sherwin	2594	1959
63	Georgy Ilivitsky	2593	1959
64	Erich Eliskases	2592	1959
65	Eduard Gufeld	2591	1959
66	Milan Matulovic	2588	1959
67	Daniel Yanofsky	2585	1959
68	Vladislav Shianovsky	2584	1959
69	Borislav Milic	2583	1959
70	Georgy Tringov	2583	1959
71	Yury Sakharov	2581	1959
72	Oleg Neikirkh	2580	1959
73	Mario Bertok	2580	1959
74	Srecko Nedeljkovic	2579	1959
75	Boidar Djuraevic	2578	1959
76	Vladas Mikenas	2575	1959
77	Andreas Dueckstein	2574	1959
78	Grigory Goldberg	2574	1959
79	Jonathan Penrose	2574	1959
80	Arthur Bisguier	2574	1959
81	Vladimir Simagin	2573	1959
82	Ernö Gereben	2572	1959
83	Anthony Saidy	2572	1959
84	Jacob Yukhtman	2569	1959
85	Wolfgang Pietzsch	2569	1959
86	Rajko Bogdanovic	2567	1959
87	Samuil Zhukhovitsky	2565	1959
88	Rafail Gorenstein	2564	1959
89	Josef Kupper	2563	1959
90	Yury Kots	2563	1959
91	Donald Byrne	2563	1959
92	György Szilágyi	2563	1959
93	Nicolas Rossolimo	2562	1959
94	Nicolaas Cortlever	2561	1959
95	Nikola Karaklajic	2561	1959
96	Mikhail Bonch-Osmolovsky	2560	1959
97	Edgar Walther	2560	1959
98	Milko Bobotsov	2560	1959
99	Braslav Rabar	2559	1959
100	Vasily Bivshev	2558	1959
1	Mikhail Tal	2787	1960
2	Paul Keres	2770	1960
3	Tigran Petrosian	2760	1960
4	Boris Spassky	2757	1960
5	Vassily Smyslov	2757	1960
6	Mikhail Botvinnik	2741	1960
7	Svetozar Gligoric	2732	1960
8	Efim Geller	2723	1960
9	Viktor Korchnoi	2721	1960
10	Mark Taimanov	2719	1960
11	David Bronstein	2713	1960
12	Ratmir Kholmov	2708	1960
13	Bobby Fischer	2701	1960
14	Yury Averbakh	2699	1960
15	Ludek Pachmann	2692	1960
16	Lev Polugaevsky	2692	1960
17	László Szabó	2685	1960
18	Miguel Najdorf	2679	1960
19	Samuel Reshevsky	2677	1960
20	Lajos Portisch	2670	1960
21	Wolfgang Unzicker	2666	1960
22	Wolfgang Uhlmann	2665	1960
23	Borislav Ivkov	2665	1960
24	Oscar Panno	2664	1960
25	Aleksandar Matanovic	2661	1960
26	Fridrik Olafsson	2659	1960
27	Alexander Tolush	2656	1960
28	Alexander Kotov	2655	1960
29	Andrija Fuderer	2654	1960
30	Vladas Mikenas	2651	1960
31	Bent Larsen	2651	1960
32	Miroslav Filip	2650	1960
33	Gedeon Barcza	2649	1960
34	Isaak Boleslavsky	2646	1960
35	Bukhuti Gurgenidze	2640	1960
36	Yury Nikolaevsky	2634	1960
37	Evgeny Vasiukov	2631	1960
38	Lothar Schmid	2628	1960
39	Max Euwe	2628	1960
40	William Lombardy	2627	1960
41	Pal Benko	2625	1960
42	Aivars Gipslis	2625	1960
43	Lev Aronin	2624	1960
44	Jacob Yukhtman	2620	1960
45	Alexey Suetin	2616	1960
46	Larry Evans	2615	1960
47	Nikolay Krogius	2612	1960
48	Johannes Donner	2608	1960
49	Gideon Ståhlberg	2608	1960
50	Arturo Pomar Salamanca	2607	1960
51	Petar Trifunovic	2606	1960
52	Raúl Sanguinetti	2605	1960
53	Vladimir Antoshin	2605	1960
54	Semen Furman	2605	1960
55	István Bilek	2599	1960
56	Anatoly Lutikov	2599	1960
